Date,NH3NMBR,denoised,highfreq
2021/1/1,4.54,5.008165759,-0.468165759
2021/1/2,4.65,4.812025731,-0.162025731
2021/1/3,4.56,4.642557845,-0.082557845
2021/1/4,4.45,4.49862835,-0.04862835
2021/1/5,4.31,4.379103494,-0.069103494
2021/1/6,4.54,4.282849526,0.257150474
2021/1/7,4.64,4.208732695,0.431267305
2021/1/8,4.51,4.155619249,0.354380751
2021/1/9,4.23,4.122375437,0.107624563
2021/1/10,4.21,4.107867506,0.102132494
2021/1/11,4.31,4.110961707,0.199038293
2021/1/12,4.21,4.130524286,0.079475714
2021/1/13,4.7,4.165421493,0.534578507
2021/1/14,4.5,4.214519577,0.285480423
2021/1/15,4.4,4.276684785,0.123315215
2021/1/16,4.6,4.350783367,0.249216633
2021/1/17,4.54,4.435681571,0.104318429
2021/1/18,4.32,4.530245645,-0.210245645
2021/1/19,4.35,4.633341838,-0.283341838
2021/1/20,4.2,4.743836399,-0.543836399
2021/1/21,4.1,4.860595576,-0.760595576
2021/1/22,4.35,4.880774903,-0.530774903
2021/1/23,4.12,4.985563506,-0.865563506
2021/1/24,4.01,5.209921026,-1.199921026
2021/1/25,4.21,5.41563419,-1.20563419
2021/1/26,4.5,5.580615646,-1.080615646
2021/1/27,6.2,5.745406431,0.454593569
2021/1/28,7.9,5.901693355,1.998306645
2021/1/29,7.8,6.030388324,1.769611676
2021/1/30,6.5,6.134292945,0.365707055
2021/1/31,6.4,6.226135521,0.173864479
2021/2/1,7.5,6.300591649,1.199408351
2021/2/2,6.3,6.356371133,-0.056371133
2021/2/3,6.1,6.413978359,-0.313978359
2021/2/4,6.7,6.43736725,0.26263275
2021/2/5,6.5,6.446697064,0.053302936
2021/2/6,6.3,6.447641258,-0.147641258
2021/2/7,5.9,6.420507876,-0.520507876
2021/2/8,5.8,6.357179196,-0.557179196
2021/2/9,5.55,6.222934683,-0.672934683
2021/2/10,8.5,6.025011562,2.474988438
2021/2/11,9.3,5.835919543,3.464080457
2021/2/12,7.7,5.705499367,1.994500633
2021/2/13,4.31,5.564811292,-1.254811292
2021/2/14,4.21,5.376064401,-1.166064401
2021/2/15,4.7,5.233748418,-0.533748418
2021/2/16,4.5,5.099390462,-0.599390462
2021/2/17,4.4,5.005431302,-0.605431302
2021/2/18,4.6,4.998090231,-0.398090231
2021/2/19,4.54,5.017098477,-0.477098477
2021/2/20,4.32,5.01736245,-0.69736245
2021/2/21,4.35,5.023769798,-0.673769798
2021/2/22,4.2,5.089174048,-0.889174048
2021/2/23,4.1,5.023634539,-0.923634539
2021/2/24,4.35,4.952632314,-0.602632314
2021/2/25,4.12,4.990753523,-0.870753523
2021/2/26,4.01,5.063265413,-1.053265413
2021/2/27,4.21,5.149818055,-0.939818055
2021/2/28,4.5,5.23831668,-0.73831668
2021/3/1,6.2,5.336074872,0.863925128
2021/3/2,7.9,5.425659496,2.474340504
2021/3/3,7.8,5.60249531,2.19750469
2021/3/4,6.5,5.852842183,0.647157817
2021/3/5,6.4,6.09115101,0.30884899
2021/3/6,7.5,6.213829137,1.286170863
2021/3/7,6.3,6.32917492,-0.02917492
2021/3/8,6.1,6.462531524,-0.362531524
2021/3/9,6.7,6.542552467,0.157447533
2021/3/10,6.5,6.629955932,-0.129955932
2021/3/11,6.3,6.732739648,-0.432739648
2021/3/12,5.9,6.867742921,-0.967742921
2021/3/13,5.8,6.974881976,-1.174881976
2021/3/14,5.55,7.066273398,-1.516273398
2021/3/15,8.5,7.153761944,1.346238056
2021/3/16,9.3,7.229229897,2.070770103
2021/3/17,7.7,7.2790161,0.4209839
2021/3/18,7.1,7.303367948,-0.203367948
2021/3/19,6.9,7.302353942,-0.402353942
2021/3/20,6.7,7.2849976,-0.5849976
2021/3/21,6.48,7.244489725,-0.764489725
2021/3/22,6.51,7.238542694,-0.728542694
2021/3/23,7.6,7.306695755,0.293304245
2021/3/24,7.5,7.379792312,0.120207688
2021/3/25,7.2,7.32485536,-0.12485536
2021/3/26,7.3,7.279726864,0.020273136
2021/3/27,7.3,7.289880012,0.010119988
2021/3/28,7.2,7.280599503,-0.080599503
2021/3/29,8.5,7.269612985,1.230387015
2021/3/30,8.3,7.264324796,1.035675204
2021/3/31,8.1,7.257636023,0.842363977
2021/4/1,7,7.243678171,-0.243678171
2021/4/2,7.2,7.179360356,0.020639644
2021/4/3,7.3,7.083706095,0.216293905
2021/4/4,6.8,6.961161482,-0.161161482
2021/4/5,6.4,6.94065666,-0.54065666
2021/4/6,6.7,6.892353942,-0.192353942
2021/4/7,6.5,6.817383394,-0.317383394
2021/4/8,6.3,6.75317684,-0.45317684
2021/4/9,6.1,6.698412234,-0.598412234
2021/4/10,6.2,6.627822331,-0.427822331
2021/4/11,6.4,6.559347703,-0.159347703
2021/4/12,5.9,6.497251189,-0.597251189
2021/4/13,5.6,6.452598281,-0.852598281
2021/4/14,7.8,6.396980671,1.403019329
2021/4/15,7.5,6.333522405,1.166477595
2021/4/16,7.2,6.275854095,0.924145905
2021/4/17,6.5,6.214167285,0.285832715
2021/4/18,6,6.155669968,-0.155669968
2021/4/19,6.1,6.153017147,-0.053017147
2021/4/20,5.6,6.185522929,-0.585522929
2021/4/21,5.1,6.160137877,-1.060137877
2021/4/22,5.5,6.117858545,-0.617858545
2021/4/23,5.7,6.093114883,-0.393114883
2021/4/24,5.6,6.079375191,-0.479375191
2021/4/25,5.5,6.049557136,-0.549557136
2021/4/26,7.5,6.000781011,1.499218989
2021/4/27,7.2,5.92740521,1.27259479
2021/4/28,6.5,5.873175095,0.626824905
2021/4/29,6,5.825625027,0.174374973
2021/4/30,6.1,5.699760024,0.400239976
2021/5/1,5.6,5.605938304,-0.005938304
2021/5/2,5.1,5.545931323,-0.445931323
2021/5/3,5.5,5.502535015,-0.002535015
2021/5/4,5.7,5.466543043,0.233456957
2021/5/5,5.6,5.514415987,0.085584013
2021/5/6,5.5,5.583677298,-0.083677298
2021/5/7,5.6,5.668000349,-0.068000349
2021/5/8,5.4,5.715537327,-0.315537327
2021/5/9,5.3,5.738762599,-0.438762599
2021/5/10,4.3,5.769588551,-1.469588551
2021/5/11,5.9,5.783467865,0.116532135
2021/5/12,5.5,5.707181814,-0.207181814
2021/5/13,5.3,5.664610149,-0.364610149
2021/5/14,5.2,5.660582922,-0.460582922
2021/5/15,5.2,5.671429818,-0.471429818
2021/5/16,5.3,5.672210829,-0.372210829
2021/5/17,6.4,5.768742092,0.631257908
2021/5/18,5.9,5.852206903,0.047793097
2021/5/19,5.6,5.919866923,-0.319866923
2021/5/20,7.8,5.974100528,1.825899472
2021/5/21,7.5,6.034644182,1.465355818
2021/5/22,7.2,6.077858545,1.122141455
2021/5/23,6.5,6.098561892,0.401438108
2021/5/24,6,6.129247349,-0.129247349
2021/5/25,6.1,6.164506305,-0.064506305
2021/5/26,5.6,6.193522405,-0.593522405
2021/5/27,5.1,6.21546708,-1.11546708
2021/5/28,5.5,6.237000305,-0.737000305
2021/5/29,5.7,6.246721497,-0.546721497
2021/5/30,5.6,6.246246782,-0.646246782
2021/5/31,5.5,6.197188795,-0.697188795
2021/6/1,7.5,6.197471094,1.302528906
2021/6/2,7.2,6.17837951,1.02162049
2021/6/3,6.5,6.144687814,0.355312186
2021/6/4,6,6.098020856,-0.098020856
2021/6/5,6.1,6.041275797,0.058724203
2021/6/6,5.6,5.97857629,-0.37857629
2021/6/7,5.97,5.951409311,0.018590689
2021/6/8,5.95,5.904114054,0.045885946
2021/6/9,5.92,5.840073738,0.079926262
2021/6/10,5.9,5.859685414,0.040314586
2021/6/11,5.87,5.880620446,-0.010620446
2021/6/12,5.85,5.900524456,-0.050524456
2021/6/13,5.82,5.901146647,-0.081146647
2021/6/14,5.8,5.88439548,-0.08439548
2021/6/15,5.78,5.870681967,-0.090681967
2021/6/16,5.75,5.836628561,-0.086628561
2021/6/17,5.73,5.777315328,-0.047315328
2021/6/18,5.7,5.725497186,-0.025497186
2021/6/19,5.68,5.676027314,0.003972686
2021/6/20,5.66,5.61835115,0.04164885
2021/6/21,5.63,5.551901915,0.078098085
2021/6/22,5.61,5.562025394,0.047974606
2021/6/23,5.58,5.572854837,0.007145163
2021/6/24,5.56,5.565521183,-0.005521183
2021/6/25,5.54,5.542459095,-0.002459095
2021/6/26,5.51,5.52451634,-0.01451634
2021/6/27,5.49,5.487697107,0.002302893
2021/6/28,5.46,5.463840918,-0.003840918
2021/6/29,5.44,5.44,-3.20E-13
2021/6/30,5.42,5.415835769,0.004164231
2021/7/1,5.39,5.392064663,-0.002064663
2021/7/2,5.37,5.367935337,0.002064663
2021/7/3,5.34,5.344164231,-0.004164231
2021/7/4,5.32,5.32,-3.14E-13
2021/7/5,5.3,5.295835769,0.004164231
2021/7/6,5.27,5.272064663,-0.002064663
2021/7/7,5.25,5.247935337,0.002064663
2021/7/8,5.22,5.224164231,-0.004164231
2021/7/9,5.2,5.2,-3.06E-13
2021/7/10,5.18,5.175835769,0.004164231
2021/7/11,5.15,5.152064663,-0.002064663
2021/7/12,5.13,5.127935337,0.002064663
2021/7/13,5.1,5.104164231,-0.004164231
2021/7/14,5.08,5.08,-2.99E-13
2021/7/15,5.06,5.055835769,0.004164231
2021/7/16,5.03,5.032064663,-0.002064663
2021/7/17,5.01,4.976897334,0.033102666
2021/7/18,4.98,4.930256119,0.049743881
2021/7/19,4.96,4.89097081,0.06902919
2021/7/20,4.94,4.859015664,0.080984336
2021/7/21,4.91,4.834364937,0.075635063
2021/7/22,4.89,4.815848423,0.074151577
2021/7/23,4.86,4.80376369,0.05623631
2021/7/24,4.84,4.79694053,0.04305947
2021/7/25,4.82,4.7953532,0.0246468
2021/7/26,4.79,4.798975959,-0.008975959
2021/7/27,4.77,4.806638597,-0.036638597
2021/7/28,4.74,4.818638684,-0.078638684
2021/7/29,4.72,4.822166761,-0.102166761
2021/7/30,4.7,4.82963611,-0.12963611
2021/7/31,4.67,4.841459488,-0.171459488
2021/8/1,4.65,4.856874645,-0.206874645
2021/8/2,4.62,4.876233256,-0.256233256
2021/8/3,4.6,4.89912038,-0.29912038
2021/8/4,4.58,4.926145556,-0.346145556
2021/8/5,4.55,4.956832759,-0.406832759
2021/8/6,5.49,4.990675422,0.499324578
2021/8/7,5.46,5.028191457,0.431808543
2021/8/8,5.44,5.068400454,0.371599546
2021/8/9,5.42,5.111435927,0.308564073
2021/8/10,5.39,5.157077534,0.232922466
2021/8/11,5.37,5.204984947,0.165015053
2021/8/12,5.34,5.295524674,0.044475326
2021/8/13,5.32,5.378777434,-0.058777434
2021/8/14,5.3,5.454997164,-0.154997164
2021/8/15,5.27,5.523382783,-0.253382783
2021/8/16,5.25,5.583456521,-0.333456521
2021/8/17,5.22,5.634740608,-0.414740608
2021/8/18,5.56,5.676433963,-0.116433963
2021/8/19,5.61,5.708790523,-0.098790523
2021/8/20,5.65,5.731009206,-0.081009206
2021/8/21,5.7,5.742612243,-0.042612243
2021/8/22,5.75,5.743121864,0.006878136
2021/8/23,5.8,5.731736987,0.068263013
2021/8/24,5.84,5.708711549,0.131288451
2021/8/25,5.89,5.67324447,0.21675553
2021/8/26,5.94,5.624857978,0.315142022
2021/8/27,5.98,5.602699071,0.377300929
2021/8/28,6.03,5.575347528,0.454652472
2021/8/29,6.08,5.543476155,0.536523845
2021/8/30,6.13,5.475664732,0.654335268
2021/8/31,6.17,5.411060256,0.758939744
2021/9/1,4.96,5.376343209,-0.416343209
2021/9/2,4.94,5.337700598,-0.397700598
2021/9/3,4.91,5.300262228,-0.390262228
2021/9/4,4.89,5.254234914,-0.364234914
2021/9/5,4.86,5.205529473,-0.345529473
2021/9/6,4.84,5.151798944,-0.311798944
2021/9/7,4.82,5.080743052,-0.260743052
2021/9/8,4.79,5.02550024,-0.23550024
2021/9/9,4.77,4.971832977,-0.201832977
2021/9/10,4.74,4.909467254,-0.169467254
2021/9/11,4.72,4.838681007,-0.118681007
2021/9/12,4.7,4.717451896,-0.017451896
2021/9/13,4.67,4.561236529,0.108763471
2021/9/14,4.65,4.442555085,0.207444915
2021/9/15,4.62,4.39922597,0.22077403
2021/9/16,4.6,4.381004843,0.218995157
2021/9/17,4.58,4.453433396,0.126566604
2021/9/18,4.55,4.519186265,0.030813735
2021/9/19,5.49,4.588187094,0.901812906
2021/9/20,5.46,4.668957197,0.791042803
2021/9/21,4.6,4.762057681,-0.162057681
2021/9/22,4.54,4.816988088,-0.276988088
2021/9/23,4.32,4.859112527,-0.539112527
2021/9/24,4.35,4.894274183,-0.544274183
2021/9/25,4.2,4.931065928,-0.731065928
2021/9/26,4.1,4.972748811,-0.872748811
2021/9/27,4.35,5.008831537,-0.658831537
2021/9/28,4.12,5.035351455,-0.915351455
2021/9/29,4.01,5.059300144,-1.049300144
2021/9/30,4.21,5.074821109,-0.864821109
2021/10/1,4.5,5.08489787,-0.58489787
2021/10/2,6.2,5.089707704,1.110292296
2021/10/3,7.9,5.089104553,2.810895447
2021/10/4,7.8,5.082529575,2.717470425
2021/10/5,6.5,5.070155613,1.429844387
2021/10/6,6.4,5.051419414,1.348580586
2021/10/7,4.24,5.026489409,-0.786489409
2021/10/8,4.54,4.995210694,-0.455210694
2021/10/9,4.65,4.957015581,-0.307015581
2021/10/10,4.56,4.951692832,-0.391692832
2021/10/11,4.45,4.948051211,-0.498051211
2021/10/12,4.31,4.911997501,-0.601997501
2021/10/13,4.54,4.868927527,-0.328927527
2021/10/14,4.64,4.785773594,-0.145773594
2021/10/15,4.51,4.721123186,-0.211123186
2021/10/16,4.23,4.63504917,-0.40504917
2021/10/17,4.21,4.536951605,-0.326951605
2021/10/18,4.31,4.447592743,-0.137592743
2021/10/19,4.21,4.349146325,-0.139146325
2021/10/20,4.275769231,4.244350254,0.031418977
2021/10/21,4.255824176,4.131670431,0.124153745
2021/10/22,4.235879121,4.022726911,0.21315221
2021/10/23,4.215934066,3.986582043,0.229352023
2021/10/24,4.195989011,4.042865828,0.153123183
2021/10/25,4.176043956,4.12317825,0.052865706
2021/10/26,4.156098901,4.17460164,-0.018502739
2021/10/27,4.136153846,4.243355295,-0.107201449
2021/10/28,4.116208791,4.22450226,-0.108293469
2021/10/29,4.096263736,4.226751469,-0.130487733
2021/10/30,4.076318681,4.239939301,-0.16362062
2021/10/31,4.056373626,4.246309746,-0.18993612
2021/11/1,4.036428571,4.254409861,-0.21798129
2021/11/2,4.016483516,4.266614532,-0.250131016
2021/11/3,4.8,4.286888591,0.513111409
2021/11/4,4.24,4.318094292,-0.078094292
2021/11/5,4.54,4.348866392,0.191133608
2021/11/6,4.65,4.359819229,0.290180771
2021/11/7,4.56,4.376882818,0.183117182
2021/11/8,4.45,4.398933636,0.051066364
2021/11/9,4.31,4.407735285,-0.097735285
2021/11/10,4.54,4.408114665,0.131885335
2021/11/11,4.64,4.354031139,0.285968861
2021/11/12,4.51,4.259663751,0.250336249
2021/11/13,4.23,4.196637357,0.033362643
2021/11/14,4.21,4.201112811,0.008887189
2021/11/15,4.31,4.221481016,0.088518984
2021/11/16,4.21,4.216901261,-0.006901261
2021/11/17,4.7,4.269937019,0.430062981
2021/11/18,4.5,4.336401057,0.163598943
2021/11/19,4.4,4.387595498,0.012404502
2021/11/20,4.6,4.45343761,0.14656239
2021/11/21,4.54,4.530902589,0.009097411
2021/11/22,4.32,4.623510437,-0.303510437
